ensembl_gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	entrezgene	external_gene_name	chromosome_name	start_position	end_position	strand	gene_biotype	description
ENSG00000000003	490.017213130775	0.220619809383656	0.112761083788383	1.95652437854969	0.0504034135093116	0.263505451695327	7105	TSPAN6	X	100627109	100639991	-1	protein_coding	tetraspanin 6 [Source:HGNC Symbol;Acc:HGNC:11858]
ENSG00000000419	817.780657499214	0.0592719659601406	0.101481284662652	0.584067950629267	0.559174596319379	0.830262316260423	8813	DPM1	20	50934867	50958555	-1	protein_coding	dolichyl-phosphate mannosyltransferase subunit 1, catalytic [Source:HGNC Symbol;Acc:HGNC:3005]
ENSG00000000457	82.078767893562	0.207748623172909	0.220404896514001	0.942577168015466	0.34589722283592	0.689945926100409	57147	SCYL3	1	169849631	169894267	-1	protein_coding	SCY1 like pseudokinase 3 [Source:HGNC Symbol;Acc:HGNC:19285]
ENSG00000000460	356.07160020304	-0.129186381676072	0.115139182335103	-1.12200190288033	0.2618616308297	0.612624613846088	55732	C1orf112	1	169662007	169854080	1	protein_coding	chromosome 1 open reading frame 112 [Source:HGNC Symbol;Acc:HGNC:25565]
ENSG00000001036	919.606750211436	0.0288826917736355	0.0851500691928604	0.33919751384133	0.734460942036292	0.909638554355053	2519	FUCA2	6	143494811	143511690	-1	protein_coding	alpha-L-fucosidase 2 [Source:HGNC Symbol;Acc:HGNC:4008]
ENSG00000001084	529.593965301543	0.211964772147193	0.0929810563117334	2.27965545408033	0.0226281312376226	0.159263252830742	2729	GCLC	6	53497341	53616970	-1	protein_coding	glutamate-cysteine ligase catalytic subunit [Source:HGNC Symbol;Acc:HGNC:4311]
ENSG00000001167	491.139791725439	-0.291039327788315	0.0974562482141828	-2.98635883405534	0.00282321150662736	0.0352315057012453	4800	NFYA	6	41072945	41099976	1	protein_coding	nuclear transcription factor Y subunit alpha [Source:HGNC Symbol;Acc:HGNC:7804]
ENSG00000001460	143.508716953047	0.00106251822321259	0.173144675935538	0.00613659194238332	0.995103738763617	0.998959066272172	90529	STPG1	1	24356999	24416934	-1	protein_coding	sperm tail PG-rich repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:28070]
ENSG00000001461	650.564589656325	0.273237591477995	0.10920741943977	2.50200575088849	0.0123491918881351	0.104732211712606	57185	NIPAL3	1	24415802	24472976	1	protein_coding	NIPA like domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25233]
ENSG00000001497	997.074671899261	-0.0246946687932521	0.0846857187857477	-0.291603698325202	0.770589647424196	0.926375236597228	81887	LAS1L	X	65512582	65534775	-1	protein_coding	LAS1 like, ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:25726]
ENSG00000001617	196.782898136818	-0.112490874131043	0.147207049175059	-0.764167713172952	0.444767304419053	0.759782366384568	6405	SEMA3F	3	50155045	50189075	1	protein_coding	semaphorin 3F [Source:HGNC Symbol;Acc:HGNC:10728]
ENSG00000001629	1084.94728326167	-0.0225313311764241	0.105532510347327	-0.213501328664212	0.830935952885144	0.951422289541684	54467	ANKIB1	7	92245974	92401383	1	protein_coding	ankyrin repeat and IBR domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22215]
ENSG00000001630	48.3825187312976	-0.443859477122305	0.254689642134153	-1.74274647921689	0.0813779088920469	0.34531795198988	1595	CYP51A1	7	92112153	92134803	-1	protein_coding	cytochrome P450 family 51 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2649]
ENSG00000001631	428.542696499662	0.118468660226481	0.11276981596077	1.05053519168368	0.293472119868175	0.64320369313886	889	KRIT1	7	92198969	92246166	-1	protein_coding	KRIT1, ankyrin repeat containing [Source:HGNC Symbol;Acc:HGNC:1573]
ENSG00000002016	64.5369530454487	0.31376438576103	0.25277785231052	1.24126533591872	0.214507745675421	0.557823575484907	5893	RAD52	12	912077	990053	-1	protein_coding	RAD52 homolog, DNA repair protein [Source:HGNC Symbol;Acc:HGNC:9824]
ENSG00000002079	986.16170178502	-0.0293178750418963	0.0834761129224796	-0.351212748359791	0.725428746774749	0.906013574733784	NA	MYH16	7	99238829	99311130	1	transcribed_unitary_pseudogene	myosin heavy chain 16 pseudogene [Source:HGNC Symbol;Acc:HGNC:31038]
ENSG00000002330	231.515643967941	0.171373993057311	0.163544925729162	1.04787105006922	0.294698021982206	0.64423812851637	572	BAD	11	64269830	64284704	-1	protein_coding	BCL2 associated agonist of cell death [Source:HGNC Symbol;Acc:HGNC:936]
ENSG00000002549	615.886245756889	0.00842456156527265	0.116789428799267	0.0721346242711097	0.942494771803061	0.984668406302976	51056	LAP3	4	17577192	17607972	1	protein_coding	leucine aminopeptidase 3 [Source:HGNC Symbol;Acc:HGNC:18449]
ENSG00000002586	4617.65872870308	0.140999215776064	0.0793395224190388	1.77716239620606	0.075541524464567	0.331941515833788	4267	CD99	X	2691187	2741309	1	protein_coding	CD99 molecule (Xg blood group) [Source:HGNC Symbol;Acc:HGNC:7082]
ENSG00000002587	146.882808016777	-0.675847179457517	0.163873570205184	-4.12419878697522	3.72027492985962e-05	0.00105445744469026	9957	HS3ST1	4	11393150	11429564	-1	protein_coding	heparan sulfate-glucosamine 3-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5194]
ENSG00000002822	816.648188074087	-0.0425740260183414	0.107600995288981	-0.395665726920105	0.692351642399361	0.891708994081553	8379	MAD1L1	7	1815793	2233243	-1	protein_coding	mitotic arrest deficient 1 like 1 [Source:HGNC Symbol;Acc:HGNC:6762]
ENSG00000002834	5217.03168853139	-0.0475262767730534	0.0672839270447715	-0.706354085745157	0.479967966402821	0.781256170501327	3927	LASP1	17	38869859	38921770	1	protein_coding	LIM and SH3 protein 1 [Source:HGNC Symbol;Acc:HGNC:6513]
ENSG00000002919	311.373501766763	-0.195232424117168	0.122076768900653	-1.59925943220245	0.109762969552616	0.407203495396372	29916	SNX11	17	48103357	48123074	1	protein_coding	sorting nexin 11 [Source:HGNC Symbol;Acc:HGNC:14975]
ENSG00000003056	672.082228150161	-0.139298612957028	0.130953210808349	-1.06372812164868	0.287451881182738	0.637706199662786	4074	M6PR	12	8940361	8949761	-1	protein_coding	mannose-6-phosphate receptor, cation dependent [Source:HGNC Symbol;Acc:HGNC:6752]
ENSG00000003249	487.140048090891	0.170830337489079	0.114167812347365	1.49630910829152	0.134573122654183	0.449473953868834	79007	DBNDD1	16	90004865	90020128	-1	protein_coding	dysbindin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28455]
ENSG00000003393	293.254493224706	-0.188560137673076	0.119265782923975	-1.58100783854554	0.113876245479292	0.413858706095637	57679	ALS2	2	201700267	201780956	-1	protein_coding	ALS2, alsin Rho guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:443]
ENSG00000003400	124.92772262683	0.2886116159845	0.197611341384832	1.46050127468369	0.144152357473834	0.463341489301988	843	CASP10	2	201182881	201229406	1	protein_coding	caspase 10 [Source:HGNC Symbol;Acc:HGNC:1500]
ENSG00000003402	144.486282749262	0.0747867126096378	0.167417804784886	0.446707043529395	0.655086595565393	0.876538646269288	8837	CFLAR	2	201116154	201176687	1	protein_coding	CASP8 and FADD like apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:1876]
ENSG00000003436	633.59648443974	0.300385253552449	0.112335655010348	2.6739974367424	0.00749530243975585	0.0735614662553568	7035	TFPI	2	187464230	187565760	-1	protein_coding	tissue factor pathway inhibitor [Source:HGNC Symbol;Acc:HGNC:11760]
ENSG00000003509	260.40914474171	0.0623909452699238	0.130154460287189	0.479360792801541	0.6316819806391	0.866819711956611	55471	NDUFAF7	2	37231631	37253403	1	protein_coding	NADH:ubiquinone oxidoreductase complex assembly factor 7 [Source:HGNC Symbol;Acc:HGNC:28816]
ENSG00000003756	367.872237234728	0.0803406653011401	0.113516942302175	0.707741625803116	0.479105722666139	0.780884634918465	10181	RBM5	3	50088908	50119021	1	protein_coding	RNA binding motif protein 5 [Source:HGNC Symbol;Acc:HGNC:9902]
ENSG00000004059	1725.76794420365	0.114254901561216	0.0957368893991936	1.1934260897574	0.232702542272104	0.579344200866814	381	ARF5	7	127588386	127591700	1	protein_coding	ADP ribosylation factor 5 [Source:HGNC Symbol;Acc:HGNC:658]
ENSG00000004142	1463.45616002879	-0.0517637578474268	0.0870871600527171	-0.594390238653922	0.552251135732235	0.825015199780207	26073	POLDIP2	17	28346633	28357527	-1	protein_coding	DNA polymerase delta interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:23781]
